Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.88.131-34.195.250.210-49262-443-6,192.168.88.131,49262,34.195.250.210,443,6,03/10/2019 05:05:55 AM,306,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6535.9477124183,306.0,0.0,306.0,306.0,0,0,0,0,0,306.0,306.0,0.0,306.0,306.0,0,0,0,0,0,40,0.0,6535.9477124183,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
172.217.160.67-192.168.88.131-443-53722-6,192.168.88.131,53722,172.217.160.67,443,6,03/10/2019 05:05:54 AM,16736,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.666666666666668,26.558112382722786,5497.131931166347,239.0057361376673,5578.666666666666,9215.710625520604,16220.0,229.0,0,0,0,0,0,16449.0,8224.5,11307.34453795408,16220.0,229.0,0,1,0,0,20,60,59.751434034416825,179.25430210325047,0.0,46.0,27.6,25.195237645237643,634.8000000000001,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.666666666666668,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-216.58.200.46-38606-443-6,192.168.88.131,38606,216.58.200.46,443,6,03/10/2019 05:05:54 AM,56142,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.666666666666668,26.558112382722786,1638.7018631327705,71.24790709272915,18714.0,19801.758280516406,39833.0,565.0,0,0,0,0,0,16309.0,8154.5,10733.173831630605,15744.0,565.0,0,1,0,0,20,60,17.811976773182288,53.43593031954686,0.0,46.0,27.6,25.195237645237643,634.8000000000001,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.666666666666668,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-103.231.98.196-56630-443-6,192.168.88.131,56630,103.231.98.196,443,6,03/10/2019 05:05:57 AM,1001935,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.988412421963501,200387.0,838056.1069114049,1001562.0,-1001935.0,0.0,0.0,1416422.563957522,1001562.0,-1001562.0,1001935.0,500967.5,708475.0328081435,1001935.0,0.0,0,0,0,0,60,60,2.9942062109817504,2.9942062109817504,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-34.195.250.210-49264-443-6,192.168.88.131,49264,34.195.250.210,443,6,03/10/2019 05:05:55 AM,245,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8163.265306122449,245.0,0.0,245.0,245.0,0,0,0,0,0,245.0,245.0,0.0,245.0,245.0,0,0,0,0,0,40,0.0,8163.265306122449,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-34.195.250.210-49266-443-6,192.168.88.131,49266,34.195.250.210,443,6,03/10/2019 05:05:55 AM,353,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5665.7223796033995,353.0,0.0,353.0,353.0,0,0,0,0,0,353.0,353.0,0.0,353.0,353.0,0,0,0,0,0,40,0.0,5665.7223796033995,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-104.18.20.226-33988-80-6,192.168.88.131,33988,104.18.20.226,80,6,03/10/2019 05:05:55 AM,432,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9259.25925925926,144.0,498.8306325798367,432.0,-432.0,0,0,0,0,0,432.0,216.0,305.47012947258855,432.0,0.0,0,0,0,0,20,60,2314.814814814815,6944.444444444444,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
